is.singular,source_db,tree_id,tree_code,tree_genus,tree_species,ht,dbh,longitude,latitude
1,S_NFI_3,79123,5_573_A_1_46_43,Pinus,pinea,18.5,70,-4.33407799981632,40.5162669383546
1,S_NFI_3,79169,5_579_A_3E_6_6,Pinus,pinea,21,92.3,-4.36902081992338,40.5067856026937
1,S_NFI_3,83237,5_882_A_1_6_6,Pinus,pinea,19,71.9,-4.35677827961648,40.4888624912253
1,S_NFI_3,83417,5_901_A_1_13_10,Pinus,pinea,19.5,78.6,-4.41547836448661,40.4614609719888
1,S_NFI_3,83416,5_901_A_1_12_9,Pinus,pinea,18.5,57.4,-4.41540392899338,40.4613114493549
1,S_NFI_3,83425,5_902_A_1_8_8,Pinus,pinea,18,73.5,-4.40352808367708,40.4613392966129
1,S_NFI_3,83427,5_903_A_1_1_1,Pinus,pinea,19,73.3,-4.39160050028059,40.4617994842406
1,S_NFI_3,83609,5_925_A_1_4_4,Pinus,pinea,18,83.1,-4.35543408249331,40.4259990911964
1,S_NFI_3,83715,5_933_A_4_5_5,Pinus,pinea,18.5,61.95,-4.33214646462723,40.4172481420411
0,S_NFI_3,1389904,50_816_A_1_3_3,Pinus,pinea,9.5,26.4,-1.86413459446964,41.3653166176088
0,S_NFI_3,108651,6_1135_A_4_4_4,Pinus,pinea,9.5,25.6,-5.0299698173613,38.920696698962
0,S_NFI_3,111314,6_1143_A_1_12_12,Pinus,pinea,9.1,27.05,-4.96076599855931,38.9128182510988
0,S_NFI_3,102620,6_2367_A_1_10_5,Pinus,pinea,9.5,25.35,-5.81266693161122,38.2917206776232
0,S_NFI_3,101279,6_316_A_1_22_22,Pinus,pinea,9.5,25.05,-4.86688479059288,39.2926286445151
0,S_NFI_3,97992,6_330_A_1_20_20,Pinus,pinea,9.5,24.9,-4.92468622728202,39.282708286788
0,S_NFI_3,101330,6_364_A_1_16_16,Pinus,pinea,9.5,25.05,-4.94700415087091,39.2552812733912
